ItemID,Quantity_Sum,StudentIDval,hours
134,3,"7","21"
134,4,"6","20"
134,18,"8","24"
134,1,"6","21"
134,4,"6","22"
134,7,"5","20"
134,1,"8","26"
134,7,"7","24"
134,1,"7","23"
135,90,"2","23"
135,49,"1","23"
135,105,"1","24"
135,51,"2","24"
135,43,"3","23"
135,14,"3","default"
135,60,"3","24"
135,4,"4","22"
135,2,"2","21"
135,35,"4","23"
135,11,"5","23"
135,30,"4","24"
135,36,"4","25"
135,5,"6","25"
135,9,"3","22"
135,25,"2","default"
135,21,"4","default"
135,1,"3","21"
135,12,"8","24"
135,44,"1","25"
135,5,"8","25"
135,37,"2","25"
135,23,"3","25"
135,7,"6","23"
135,13,"1","default"
135,4,"5","24"
135,18,"2","22"
135,5,"5","default"
135,10,"6","24"
135,10,"1","22"
135,4,"5","22"
135,3,"7","22"
135,6,"3","20"
135,4,"2","20"
135,1,"1","20"
135,11,"8","23"
135,4,"5","25"
135,1,"8","22"
135,2,"6","default"
135,6,"8","default"
135,2,"4","20"
135,2,"8","20"
135,1,"7","23"
135,1,"1","21"
136,1,"8","24"
136,4,"2","24"
136,2,"2","25"
136,3,"2","22"
136,6,"2","23"
136,4,"6","23"
136,1,"8","default"
136,2,"8","20"
136,1,"5","20"
136,2,"2","default"
136,1,"4","default"
136,1,"6","default"
136,1,"8","23"
136,1,"1","24"
136,1,"1","23"
136,1,"3","20"
138,305,"3","24"
138,408,"3","23"
138,406,"1","23"
138,74,"3","22"
138,109,"2","22"
138,44,"4","22"
138,188,"4","23"
138,77,"1","22"
138,417,"2","23"
138,20,"8","23"
138,34,"6","23"
138,301,"1","24"
138,239,"2","24"
138,123,"4","24"
138,23,"8","24"
138,1,"7","22"
138,4,"5","22"
138,23,"5","24"
138,1,"1","20"
138,1,"3","20"
138,2,"7","24"
138,12,"6","24"
138,13,"5","23"
138,22,"4","25"
138,28,"2","25"
138,21,"3","25"
138,29,"1","25"
138,2,"8","22"
138,2,"5","25"
139,54,"1","23"
139,21,"1","25"
139,62,"3","23"
139,58,"2","23"
139,15,"4","21"
139,13,"3","21"
139,26,"2","21"
139,36,"4","23"
139,18,"4","default"
139,10,"3","25"
139,8,"3","20"
139,39,"1","24"
139,15,"2","20"
139,25,"3","default"
139,19,"8","20"
139,10,"8","24"
139,6,"8","22"
139,27,"2","22"
139,5,"6","21"
139,26,"1","22"
139,53,"3","24"
139,9,"7","21"
139,3,"5","24"
139,22,"2","24"
139,11,"7","20"
139,3,"8","26"
139,14,"2","default"
139,16,"4","25"
139,11,"4","20"
139,18,"4","24"
139,9,"8","default"
139,5,"5","20"
139,11,"2","25"
139,25,"3","22"
139,19,"4","22"
139,3,"7","default"
139,7,"6","22"
139,13,"8","21"
139,11,"1","20"
139,5,"6","24"
139,7,"1","default"
139,6,"1","21"
139,2,"5","23"
139,12,"8","23"
139,4,"6","23"
139,2,"6","25"
139,3,"8","25"
139,2,"6","20"
139,2,"6","default"
139,1,"5","21"
139,2,"7","22"
139,1,"7","23"
140,30,"2","23"
140,16,"4","23"
140,15,"3","25"
140,6,"8","23"
140,18,"2","24"
140,34,"3","24"
140,17,"3","23"
140,22,"4","24"
140,8,"4","21"
140,6,"4","25"
140,9,"3","20"
140,3,"1","default"
140,14,"8","20"
140,3,"8","21"
140,9,"3","22"
140,12,"2","22"
140,2,"1","21"
140,16,"1","24"
140,5,"7","20"
140,5,"8","22"
140,7,"1","22"
140,12,"1","23"
140,18,"4","default"
140,1,"6","22"
140,8,"1","25"
140,7,"2","25"
140,9,"3","default"
140,14,"2","default"
140,7,"2","20"
140,2,"5","24"
140,7,"3","21"
140,6,"4","22"
140,4,"8","default"
140,7,"4","20"
140,2,"8","24"
140,1,"5","23"
140,1,"5","20"
140,2,"5","21"
140,1,"7","21"
140,1,"2","21"
140,2,"1","20"
140,1,"7","22"
141,15,"2","default"
141,2,"6","default"
141,33,"3","24"
141,41,"2","24"
141,19,"3","default"
141,10,"5","23"
141,67,"2","23"
141,21,"3","20"
141,26,"2","20"
141,17,"8","20"
141,29,"3","22"
141,12,"4","default"
141,20,"4","24"
141,2,"6","23"
141,47,"3","23"
141,26,"2","21"
141,26,"3","21"
141,18,"4","23"
141,32,"1","24"
141,38,"2","22"
141,56,"1","23"
141,6,"5","24"
141,32,"1","20"
141,11,"8","22"
141,3,"7","20"
141,1,"6","22"
141,22,"4","20"
141,9,"5","21"
141,7,"8","23"
141,4,"5","default"
141,44,"1","21"
141,15,"1","22"
141,15,"4","22"
141,3,"7","21"
141,12,"1","default"
141,6,"5","20"
141,3,"6","20"
141,8,"1","25"
141,4,"4","25"
141,2,"8","25"
141,5,"5","22"
141,2,"6","21"
141,9,"8","21"
141,7,"4","21"
141,1,"7","23"
141,1,"8","24"
141,3,"3","25"
141,3,"8","default"
141,1,"6","24"
141,1,"7","default"
142,48,"4","20"
142,17,"7","default"
142,52,"2","21"
142,93,"1","23"
142,95,"3","default"
142,19,"1","21"
142,12,"4","25"
142,84,"4","default"
142,9,"2","25"
142,69,"4","22"
142,197,"2","23"
142,2,"5","25"
142,50,"2","24"
142,56,"3","20"
142,21,"1","default"
142,53,"2","20"
142,8,"5","24"
142,75,"2","default"
142,8,"1","25"
142,38,"4","24"
142,20,"1","20"
142,60,"3","24"
142,8,"6","default"
142,14,"3","25"
142,7,"8","default"
142,20,"5","20"
142,39,"1","22"
142,11,"7","23"
142,3,"8","25"
142,105,"4","23"
142,12,"5","22"
142,108,"3","22"
142,210,"3","23"
142,119,"2","22"
142,44,"1","24"
142,42,"4","21"
142,22,"5","default"
142,16,"6","24"
142,4,"8","21"
142,42,"3","21"
142,12,"5","21"
142,7,"8","23"
142,23,"6","23"
142,7,"6","20"
142,8,"7","22"
142,11,"5","23"
142,2,"8","22"
142,7,"8","20"
142,1,"7","24"
142,7,"8","24"
142,2,"6","21"
142,2,"7","21"
142,2,"7","20"
146,6,"2","25"
146,85,"4","20"
146,36,"2","21"
146,71,"2","20"
146,23,"3","23"
146,42,"1","20"
146,114,"8","20"
146,41,"1","21"
146,10,"5","20"
146,38,"3","default"
146,22,"4","22"
146,6,"1","25"
146,24,"2","default"
146,18,"4","24"
146,28,"4","default"
146,28,"3","22"
146,12,"7","21"
146,7,"7","default"
146,29,"4","21"
146,82,"3","20"
146,37,"1","24"
146,10,"8","23"
146,16,"6","21"
146,9,"1","default"
146,26,"3","24"
146,1,"7","23"
146,25,"8","default"
146,21,"1","22"
146,13,"2","24"
146,14,"4","23"
146,9,"7","22"
146,21,"2","23"
146,30,"3","21"
146,24,"7","20"
146,4,"6","24"
146,5,"5","22"
146,3,"8","24"
146,2,"3","25"
146,22,"1","23"
146,24,"8","22"
146,24,"6","20"
146,19,"8","21"
146,1,"6","25"
146,17,"2","22"
146,1,"8","25"
146,6,"5","21"
146,3,"6","default"
146,4,"5","23"
146,3,"5","default"
146,5,"6","22"
146,2,"6","23"
146,2,"4","25"
146,2,"5","24"
151,223,"1","21"
151,169,"3","22"
151,456,"4","20"
151,167,"1","23"
151,110,"8","21"
151,192,"3","21"
151,48,"1","25"
151,204,"4","21"
151,196,"2","21"
151,23,"3","25"
151,93,"4","22"
151,296,"1","24"
151,181,"3","24"
151,39,"7","21"
151,287,"8","20"
151,416,"2","20"
151,168,"4","default"
151,167,"2","23"
151,74,"8","default"
151,14,"6","default"
151,196,"3","default"
151,166,"2","default"
151,128,"4","23"
151,165,"2","22"
151,44,"5","default"
151,29,"7","default"
151,56,"6","21"
151,39,"5","22"
151,364,"3","20"
151,36,"8","23"
151,21,"2","25"
151,154,"3","23"
151,72,"8","22"
151,53,"5","21"
151,18,"6","24"
151,39,"7","22"
151,104,"4","24"
151,91,"6","20"
151,103,"1","22"
151,87,"7","20"
151,50,"1","default"
151,95,"5","20"
151,3,"7","23"
151,73,"2","24"
151,25,"6","23"
151,190,"1","20"
151,17,"6","22"
151,2,"6","25"
151,20,"5","23"
151,11,"4","25"
151,2,"8","25"
151,13,"8","24"
151,11,"5","24"
154,62,"3","22"
154,112,"2","22"
154,18,"8","22"
154,64,"1","22"
154,63,"2","20"
154,65,"4","22"
154,123,"1","24"
154,85,"3","23"
154,40,"1","25"
154,13,"4","25"
154,90,"1","23"
154,14,"2","25"
154,111,"2","23"
154,57,"2","24"
154,46,"4","23"
154,33,"1","20"
154,3,"8","25"
154,8,"5","22"
154,49,"4","20"
154,27,"4","default"
154,75,"4","21"
154,52,"3","21"
154,53,"2","21"
154,42,"3","20"
154,31,"3","default"
154,21,"5","20"
154,18,"7","21"
154,27,"2","default"
154,9,"8","default"
154,7,"7","22"
154,12,"3","25"
154,9,"6","23"
154,6,"8","23"
154,18,"8","20"
154,5,"6","22"
154,21,"8","21"
154,77,"1","21"
154,44,"4","24"
154,8,"5","default"
154,37,"3","24"
154,6,"6","25"
154,6,"5","23"
154,17,"7","20"
154,7,"6","24"
154,18,"5","21"
154,5,"8","24"
154,9,"5","24"
154,8,"6","21"
154,4,"7","23"
154,4,"6","20"
154,4,"7","default"
154,16,"1","default"
154,1,"7","24"
154,6,"6","default"
160,8,"3","25"
160,40,"2","17"
160,17,"3","24"
160,3,"4","17"
160,3,"1","25"
160,8,"2","24"
160,6,"2","25"
160,4,"3","22"
160,18,"3","23"
160,13,"4","23"
160,5,"1","17"
160,6,"1","23"
160,8,"4","25"
160,11,"1","24"
160,2,"8","23"
160,12,"2","22"
160,7,"3","17"
160,4,"3","18"
160,12,"2","23"
160,1,"8","25"
160,2,"2","18"
160,4,"2","20"
160,1,"5","23"
160,8,"4","22"
160,17,"4","24"
160,1,"7","22"
160,2,"4","20"
160,2,"3","21"
160,5,"2","21"
160,2,"4","21"
160,3,"8","24"
160,1,"6","24"
160,1,"8","17"
161,4,"8","22"
164,14,"4","24"
164,4,"1","25"
164,3,"2","25"
164,2,"4","25"
164,28,"3","24"
164,25,"3","default"
164,24,"2","default"
164,5,"5","default"
164,39,"1","24"
164,19,"4","default"
164,1,"5","23"
164,20,"2","23"
164,6,"1","default"
164,3,"7","default"
164,22,"3","23"
164,26,"3","21"
164,23,"4","23"
164,5,"6","23"
164,55,"4","20"
164,5,"8","default"
164,13,"4","22"
164,8,"1","22"
164,12,"8","21"
164,24,"2","21"
164,16,"1","21"
164,34,"4","21"
164,5,"7","21"
164,5,"6","default"
164,3,"6","21"
164,49,"2","20"
164,4,"8","23"
164,5,"5","21"
164,19,"3","22"
164,27,"2","22"
164,4,"8","22"
164,6,"6","22"
164,12,"2","24"
164,18,"1","23"
164,24,"8","20"
164,36,"3","20"
164,3,"5","22"
164,15,"1","20"
164,6,"3","25"
164,6,"7","22"
164,15,"5","20"
164,7,"7","20"
164,3,"6","20"
164,1,"8","24"
164,1,"5","24"
166,5,"3","default"
166,3,"7","20"
166,7,"4","default"
166,10,"2","21"
166,6,"3","23"
166,7,"1","23"
166,14,"4","20"
166,1,"5","23"
166,1,"4","25"
166,4,"2","24"
166,2,"3","22"
166,4,"1","21"
166,3,"6","20"
166,6,"3","24"
166,6,"2","default"
166,6,"2","20"
166,1,"1","25"
166,6,"1","24"
166,5,"5","20"
166,1,"1","default"
166,2,"8","21"
166,1,"4","24"
166,2,"3","25"
166,7,"2","23"
166,4,"3","20"
166,2,"8","default"
166,6,"1","20"
166,5,"4","23"
166,2,"5","22"
166,5,"4","21"
166,4,"3","21"
166,1,"6","21"
166,7,"8","20"
166,6,"2","22"
166,1,"6","22"
166,1,"1","22"
166,2,"7","21"
166,1,"5","21"
168,5,"3","24"
168,3,"2","24"
168,3,"5","24"
168,10,"4","24"
168,2,"1","24"
168,2,"3","25"
169,47,"3","20"
169,71,"3","17"
169,24,"1","21"
169,47,"3","22"
169,10,"3","18"
169,115,"2","17"
169,14,"4","24"
169,71,"3","23"
169,41,"1","24"
169,67,"2","23"
169,73,"3","24"
169,42,"2","22"
169,41,"4","22"
169,25,"4","17"
169,45,"4","23"
169,46,"2","21"
169,10,"4","25"
169,39,"1","23"
169,55,"2","24"
169,19,"2","25"
169,47,"4","21"
169,27,"2","20"
169,3,"8","20"
169,2,"6","25"
169,29,"4","20"
169,13,"1","25"
169,22,"1","17"
169,23,"2","18"
169,6,"1","18"
169,52,"3","21"
169,11,"4","18"
169,2,"6","21"
169,5,"1","20"
169,4,"8","23"
169,27,"1","22"
169,2,"5","22"
169,2,"6","24"
169,23,"3","25"
169,4,"5","24"
169,2,"7","21"
169,5,"5","21"
169,4,"6","23"
169,4,"5","23"
169,3,"6","17"
169,1,"5","17"
169,2,"7","20"
169,2,"8","21"
169,1,"8","25"
169,2,"5","20"
169,2,"7","22"
169,3,"6","20"
169,2,"8","17"
169,1,"7","18"
169,1,"6","22"
169,1,"3","16"
169,1,"8","22"
169,1,"4","default"
169,1,"6","18"
169,1,"5","18"
169,1,"8","24"
169,1,"7","23"
170,7,"3","20"
170,30,"3","17"
170,16,"3","23"
170,12,"1","24"
170,7,"2","25"
170,10,"2","20"
170,16,"4","21"
170,35,"2","23"
170,23,"1","23"
170,10,"4","24"
170,20,"3","24"
170,41,"2","17"
170,2,"5","24"
170,14,"3","22"
170,11,"2","21"
170,27,"2","24"
170,4,"3","25"
170,3,"5","21"
170,11,"4","23"
170,9,"2","22"
170,1,"8","20"
170,6,"1","22"
170,7,"1","17"
170,15,"4","17"
170,12,"4","22"
170,9,"2","18"
170,1,"5","20"
170,7,"1","25"
170,2,"1","20"
170,2,"1","21"
170,9,"4","25"
170,3,"3","21"
170,1,"5","23"
170,2,"5","22"
170,2,"4","18"
170,1,"6","24"
170,4,"3","18"
170,3,"4","20"
171,47,"2","default"
171,70,"4","default"
171,2,"1","22"
171,5,"8","default"
171,65,"3","default"
171,6,"6","default"
171,2,"5","default"
171,12,"1","default"
171,3,"4","17"
171,1,"8","17"
171,1,"3","20"
171,1,"2","21"
171,1,"2","18"
171,2,"4","23"
171,8,"2","17"
171,3,"4","21"
171,1,"7","default"
171,3,"2","25"
171,3,"1","25"
171,2,"4","24"
171,1,"2","24"
171,1,"3","25"
171,1,"1","24"
171,2,"2","22"
171,1,"1","17"
171,1,"3","21"
171,1,"2","20"
171,3,"2","23"
171,1,"4","22"
173,2,"6","23"
173,7,"4","22"
173,27,"2","17"
173,9,"3","22"
173,7,"1","17"
173,15,"4","23"
173,7,"3","21"
173,26,"2","23"
173,19,"2","22"
173,15,"3","23"
173,6,"4","17"
173,1,"1","18"
173,5,"3","17"
173,14,"1","23"
173,7,"2","21"
173,7,"2","20"
173,4,"1","21"
173,8,"2","24"
173,5,"4","21"
173,7,"1","24"
173,4,"8","22"
173,2,"5","23"
173,3,"2","18"
173,5,"3","20"
173,1,"8","23"
173,2,"1","20"
173,4,"1","22"
173,2,"3","24"
173,2,"4","20"
173,1,"5","22"
173,1,"4","24"
173,1,"8","24"
173,3,"3","18"
173,2,"7","21"
173,1,"5","18"
173,1,"7","17"
173,1,"7","23"
176,1,"1","25"
176,10,"2","23"
176,7,"2","21"
176,4,"2","22"
176,9,"2","17"
176,1,"1","21"
176,4,"3","21"
176,1,"4","20"
176,8,"3","23"
176,1,"2","25"
176,10,"4","23"
176,4,"4","24"
176,3,"1","24"
176,2,"1","20"
176,7,"1","17"
176,4,"1","23"
176,1,"6","24"
176,10,"2","24"
176,2,"3","22"
176,11,"3","24"
176,1,"1","22"
176,1,"4","21"
176,3,"3","17"
176,1,"6","17"
176,1,"3","20"
176,1,"8","24"
176,1,"2","20"
176,1,"3","18"
176,2,"2","18"
176,1,"3","25"
176,1,"5","24"
176,1,"4","22"
176,1,"4","18"
177,7,"8","21"
177,27,"3","21"
177,8,"7","20"
177,11,"3","23"
177,19,"4","21"
177,5,"1","21"
177,16,"3","20"
177,13,"4","20"
177,2,"5","21"
177,23,"3","22"
177,2,"2","24"
177,4,"2","22"
177,11,"2","21"
177,15,"8","20"
177,5,"4","23"
177,9,"4","22"
177,7,"2","23"
177,2,"5","24"
177,9,"2","20"
177,6,"6","20"
177,4,"4","default"
177,3,"8","default"
177,5,"2","default"
177,1,"1","default"
177,4,"1","20"
177,3,"1","24"
177,6,"1","22"
177,3,"3","24"
177,7,"3","default"
177,2,"8","23"
177,1,"5","20"
177,2,"7","default"
177,5,"5","default"
177,4,"1","23"
177,3,"8","22"
177,2,"4","24"
177,1,"7","21"
177,1,"6","21"
177,1,"5","23"
178,4,"1","24"
178,8,"2","default"
178,28,"3","23"
178,7,"2","20"
178,3,"5","22"
178,7,"1","21"
178,15,"3","24"
178,7,"4","24"
178,18,"3","20"
178,18,"3","21"
178,1,"6","default"
178,7,"2","22"
178,4,"1","22"
178,12,"2","24"
178,2,"5","23"
178,8,"8","default"
178,9,"8","20"
178,10,"4","22"
178,11,"3","default"
178,5,"4","default"
178,3,"8","23"
178,12,"1","23"
178,22,"2","23"
178,1,"7","24"
178,18,"3","22"
178,4,"5","20"
178,2,"4","25"
178,1,"4","21"
178,2,"8","22"
178,9,"4","20"
178,1,"6","24"
178,2,"8","21"
178,1,"8","24"
178,3,"6","23"
178,1,"1","20"
178,9,"4","23"
178,1,"6","21"
178,8,"2","21"
178,2,"5","default"
178,1,"5","21"
178,1,"7","21"
178,1,"1","default"
181,10,"2","22"
181,9,"4","23"
181,9,"1","23"
181,4,"2","18"
181,3,"5","23"
181,4,"2","21"
181,9,"3","22"
181,21,"2","23"
181,5,"4","25"
181,3,"8","21"
181,1,"1","25"
181,7,"3","21"
181,14,"2","17"
181,3,"1","22"
181,8,"4","21"
181,5,"3","20"
181,6,"2","20"
181,4,"1","21"
181,4,"5","21"
181,6,"3","17"
181,6,"3","24"
181,1,"4","17"
181,3,"1","17"
181,6,"3","23"
181,1,"8","24"
181,1,"8","25"
181,1,"6","25"
181,1,"8","18"
181,5,"4","22"
181,3,"2","25"
181,12,"2","24"
181,1,"6","23"
181,4,"4","20"
181,2,"3","25"
181,1,"6","17"
181,1,"6","20"
181,1,"5","25"
181,4,"4","24"
181,1,"1","24"
181,2,"7","25"
182,6,"3","21"
182,17,"2","default"
182,12,"4","20"
182,8,"3","24"
182,14,"2","24"
182,4,"3","default"
182,7,"4","24"
182,2,"8","25"
182,8,"3","20"
182,8,"3","23"
182,5,"1","25"
182,1,"8","24"
182,6,"2","22"
182,12,"2","25"
182,6,"2","21"
182,5,"4","23"
182,7,"1","24"
182,9,"1","22"
182,5,"3","25"
182,2,"1","21"
182,21,"2","23"
182,12,"1","23"
182,4,"2","17"
182,4,"2","20"
182,11,"4","21"
182,13,"3","22"
182,6,"8","23"
182,4,"5","default"
182,6,"4","25"
182,2,"6","25"
182,1,"3","17"
182,4,"4","18"
182,3,"8","20"
182,3,"4","22"
182,1,"6","24"
182,1,"4","default"
182,1,"8","22"
182,6,"8","default"
182,2,"5","24"
182,1,"1","20"
184,13,"4","17"
184,8,"3","22"
184,45,"2","17"
184,12,"3","17"
184,10,"4","22"
184,14,"1","21"
184,6,"2","22"
184,4,"3","20"
184,4,"4","20"
184,5,"4","21"
184,5,"1","17"
184,19,"2","18"
184,16,"2","20"
184,5,"1","22"
184,8,"2","21"
184,4,"8","22"
184,12,"2","23"
184,2,"7","18"
184,1,"7","20"
184,2,"1","18"
184,11,"3","18"
184,7,"1","20"
184,5,"1","23"
184,2,"5","17"
184,4,"4","23"
184,7,"3","23"
184,1,"6","20"
184,6,"3","21"
184,1,"6","21"
184,2,"5","20"
185,1,"3","23"
185,1,"2","22"
185,2,"4","21"
185,2,"3","22"
185,8,"2","17"
185,2,"4","22"
185,3,"2","20"
185,2,"4","23"
185,2,"3","17"
185,1,"4","18"
185,1,"5","21"
185,1,"2","21"
185,1,"2","23"
185,1,"1","17"
185,1,"3","20"
185,1,"4","17"
187,8,"1","23"
187,25,"2","22"
187,137,"2","17"
187,9,"4","23"
187,11,"4","22"
187,24,"4","17"
187,14,"3","22"
187,39,"3","17"
187,10,"4","21"
187,18,"3","23"
187,2,"8","23"
187,3,"4","20"
187,2,"1","20"
187,19,"3","20"
187,11,"2","20"
187,3,"7","18"
187,7,"2","18"
187,1,"4","18"
187,1,"5","23"
187,22,"2","23"
187,9,"2","21"
187,6,"3","21"
187,2,"5","21"
187,6,"3","18"
187,1,"5","18"
187,2,"1","21"
187,7,"1","17"
187,3,"8","17"
187,4,"1","22"
187,1,"5","17"
188,52,"1","17"
188,34,"4","17"
188,39,"3","17"
188,2,"8","21"
188,2,"5","17"
188,105,"2","17"
188,2,"7","17"
188,2,"3","21"
188,1,"8","22"
188,1,"4","22"
188,8,"8","20"
188,4,"2","21"
188,2,"4","21"
188,3,"1","21"
188,1,"7","20"
188,1,"7","22"
188,4,"3","20"
188,3,"8","17"
188,1,"2","18"
188,1,"4","20"
188,1,"1","20"
188,1,"2","20"
188,1,"5","20"
190,6,"3","24"
190,9,"3","23"
190,3,"4","23"
190,14,"2","23"
190,3,"1","23"
190,4,"2","17"
190,2,"2","18"
190,2,"5","22"
190,3,"3","22"
190,3,"2","22"
190,6,"4","21"
190,2,"2","20"
190,2,"5","23"
190,1,"3","17"
190,4,"2","21"
190,3,"3","21"
190,1,"4","22"
190,3,"2","24"
190,2,"4","24"
190,7,"1","22"
190,1,"4","20"
194,8,"4","23"
194,8,"2","24"
194,15,"3","24"
194,7,"2","21"
194,19,"3","23"
194,26,"4","default"
194,1,"8","23"
194,17,"2","23"
194,26,"2","default"
194,5,"2","22"
194,4,"1","default"
194,33,"2","17"
194,2,"4","20"
194,3,"8","default"
194,14,"3","default"
194,12,"3","22"
194,2,"4","17"
194,8,"4","22"
194,6,"3","21"
194,4,"4","21"
194,7,"3","17"
194,3,"1","17"
194,2,"5","17"
194,4,"2","18"
194,16,"4","24"
194,2,"5","24"
194,3,"1","24"
194,4,"3","20"
194,2,"5","21"
194,2,"1","22"
194,3,"5","20"
194,3,"2","20"
194,1,"1","20"
194,7,"1","18"
194,2,"2","25"
194,1,"6","default"
194,3,"3","25"
194,9,"4","25"
194,2,"8","25"
194,4,"6","25"
194,1,"8","24"
194,1,"1","21"
194,1,"6","24"
194,1,"5","default"
194,2,"1","23"
194,2,"8","22"
194,2,"6","23"
194,2,"8","21"
198,17,"3","24"
198,16,"4","23"
198,30,"2","17"
198,8,"4","17"
198,8,"2","25"
198,5,"3","17"
198,19,"2","24"
198,27,"3","23"
198,4,"3","21"
198,1,"1","20"
198,3,"1","25"
198,1,"1","21"
198,11,"3","22"
198,7,"1","24"
198,7,"1","17"
198,15,"2","22"
198,7,"3","25"
198,3,"2","18"
198,18,"4","24"
198,3,"4","22"
198,9,"4","21"
198,11,"2","20"
198,2,"3","18"
198,7,"1","23"
198,10,"2","23"
198,1,"7","24"
198,9,"4","25"
198,7,"2","21"
198,2,"6","24"
198,2,"7","23"
198,4,"8","25"
198,1,"5","24"
198,6,"4","20"
198,2,"6","25"
198,1,"5","20"
198,1,"5","21"
198,1,"3","20"
198,2,"1","22"
198,1,"5","22"
198,1,"8","23"
198,1,"8","17"
902,14,"2","24"
902,13,"4","25"
902,8,"3","25"
902,9,"2","25"
902,12,"3","24"
902,7,"1","24"
902,9,"1","25"
902,2,"8","25"
902,13,"4","24"
902,5,"8","24"
902,2,"7","24"
903,41,"3","default"
903,32,"2","default"
903,39,"4","default"
903,9,"1","default"
903,2,"5","default"
903,17,"8","default"
903,4,"6","default"
